頁數: 1, 文章ID: 2749541, 標題: 春節敬老禮金》2025全台春節禮金「發放金額、領取時間」一次看, 來源: 網新自製, 審核日期: 2025-01-17 16:59:05, 總PV: 701010, 爬取日PV: 15
頁數: 137, 文章ID: 2745035, 標題: 【114學測英文科】題目越出越難！作文時間分配掌握關鍵1重點, 來源: 網新自製, 審核日期: 2025-01-10 14:23:21, 總PV: 4507, 爬取日PV: 2
頁數: 137, 文章ID: 2751398, 標題: 為了97歲母親！翁倩玉快閃返台行孝　吐心聲：盡力就不後悔, 來源: 網新自製, 審核日期: 2025-01-16 07:15:23, 總PV: 4506, 爬取日PV: 1
頁數: 137, 文章ID: 2751877, 標題: 中居正廣遭踢出23年節目！又增1女主播受害　控男星全裸伸狼爪, 來源: 網新自製, 審核日期: 2025-01-16 11:51:07, 總PV: 4506, 爬取日PV: 0
頁數: 137, 文章ID: 2740583, 標題: 《膽大黨》快閃店松菸登場！6大亮點介紹　限量滿額禮只送不賣, 來源: 女大, 審核日期: 2025-01-05 22:40:06, 總PV: 4493, 爬取日PV: 0
頁數: 137, 文章ID: 2761942, 標題: 偷拍女屋主洗澡　泰國男太重天花板破裂「從天而降」, 來源: 網新自製, 審核日期: 2025-01-25 16:37:06, 總PV: 4485, 爬取日PV: 0
頁數: 137, 文章ID: 2763203, 標題: 「吉伊卡哇」要被警察銬走？爆笑畫面掀討論　轄區分局說話了, 來源: 網新自製, 審核日期: 2025-01-27 14:15:34, 總PV: 4485, 爬取日PV: 0
頁數: 137, 文章ID: 2747078, 標題: 跟寒流釘孤枝！啦啦隊女神「穿比基尼吹海風」　粉絲驚呼：身體熱起來了, 來源: 網新自製, 審核日期: 2025-01-11 16:51:18, 總PV: 4484, 爬取日PV: 0
頁數: 137, 文章ID: 2748011, 標題: 【鄉林北市大都更3】評台灣房價飆過頭　賴正鎰：我也接受不了, 來源: 鏡週刊, 審核日期: 2025-01-13 08:31:19, 總PV: 4484, 爬取日PV: 0
頁數: 137, 文章ID: 2752059, 標題: 快訊／北市西門町徒步區商店起火　警消封街搶救, 來源: 網新自製, 審核日期: 2025-01-16 13:35:57, 總PV: 4483, 爬取日PV: 0
頁數: 137, 文章ID: 2744770, 標題: 麻疹確診者跨年曾到台中「這2酒吧」狂歡　22人被匡列, 來源: 網新自製, 審核日期: 2025-01-09 17:25:12, 總PV: 4479, 爬取日PV: 0
頁數: 137, 文章ID: 2746184, 標題: 催生成功！新生兒近7000人　「這縣市」全國唯一不減反增, 來源: 網新自製, 審核日期: 2025-01-10 17:41:15, 總PV: 4479, 爬取日PV: 1
頁數: 137, 文章ID: 2762897, 標題: 快訊／合歡山、太平山下雪了！　過年首波寒流殺來, 來源: AI WIZE, 審核日期: 2025-01-27 08:33:01, 總PV: 4477, 爬取日PV: 0
頁數: 137, 文章ID: 2763758, 標題: 賴清德新春盼朝野和諧　賴士葆：那就叫柯建銘停止大罷免, 來源: 網新自製, 審核日期: 2025-01-28 11:37:15, 總PV: 4473, 爬取日PV: 0
頁數: 137, 文章ID: 2764611, 標題: 美股遭屠殺！矽谷奧本海默揭DeepSeek心機：掉入中國陷阱, 來源: 網新自製, 審核日期: 2025-01-29 16:29:46, 總PV: 4471, 爬取日PV: 0
頁數: 137, 文章ID: 2755994, 標題: 藍白砍發票預算！傳360萬組中獎機會消失？　藍委澄清, 來源: 網新自製, 審核日期: 2025-01-20 15:03:37, 總PV: 4469, 爬取日PV: 0
頁數: 137, 文章ID: 2753349, 標題: 男星動物園打工遭拍！「闖鱷魚窩」閃人生跑馬燈　辛酸畫面流出, 來源: 網新自製, 審核日期: 2025-01-17 15:06:45, 總PV: 4455, 爬取日PV: 0
頁數: 137, 文章ID: 2746066, 標題: 春節上班薪水怎麼算？過年這4天領雙倍薪！算法一次看, 來源: 中央社, 審核日期: 2025-01-10 17:00:57, 總PV: 4455, 爬取日PV: 0
頁數: 137, 文章ID: 2745597, 標題: 洛杉磯野火災損突破1兆　川普怒轟：都「他」的錯、該辭職, 來源: 網新自製, 審核日期: 2025-01-10 11:13:46, 總PV: 4454, 爬取日PV: 0
頁數: 137, 文章ID: 2763068, 標題: 過年紅包包1萬2！被父母嗆「當我乞丐」　他隔年包這數字眾人笑瘋, 來源: AI WIZE, 審核日期: 2025-01-27 11:46:46, 總PV: 4450, 爬取日PV: 0
頁數: 138, 文章ID: 2749997, 標題: 川普上任／川普政策如何影響美元？比特幣、黃金走勢一次看, 來源: 網新自製, 審核日期: 2025-01-20 07:00:00, 總PV: 4449, 爬取日PV: 0
頁數: 138, 文章ID: 2738243, 標題: 柯文哲遭羈押！　郭正亮直言「可能就出不來了」, 來源: AI WIZE, 審核日期: 2025-01-03 10:28:20, 總PV: 4448, 爬取日PV: 2
頁數: 138, 文章ID: 2741141, 標題: 被酸「二度離婚又戴綠帽還能當愛情大師」　張兆志正面回擊, 來源: 鏡週刊, 審核日期: 2025-01-06 15:15:54, 總PV: 4445, 爬取日PV: 0
頁數: 138, 文章ID: 2760019, 標題: 一票撲空！「北北基50嵐」下午3點全打烊　網見原因讚：幸福企業, 來源: AI WIZE, 審核日期: 2025-01-23 17:35:13, 總PV: 4443, 爬取日PV: 0
頁數: 138, 文章ID: 2753989, 標題: 【刑事特搜】大嫂殺害小姑水泥塚封屍　冤魂託夢靈異開挖破奇案, 來源: 鏡週刊, 審核日期: 2025-01-18 07:07:42, 總PV: 4443, 爬取日PV: 0
頁數: 138, 文章ID: 2747875, 標題: 12月台灣250c.c.以下機車銷售量曝！這台掛牌數飆破6千, 來源: 外邀稿, 審核日期: 2025-01-12 20:58:44, 總PV: 4443, 爬取日PV: 0
頁數: 138, 文章ID: 2752706, 標題: 快訊／司改會北所舉牌抗議！喊話「拒絕政治判斷」：立刻停止死刑, 來源: 網新自製, 審核日期: 2025-01-16 20:54:22, 總PV: 4439, 爬取日PV: 0
頁數: 138, 文章ID: 2761346, 標題: 川普玩真的！全美開始逮無證移民　逛完超市被抓, 來源: SOT, 審核日期: 2025-01-24 21:58:12, 總PV: 4426, 爬取日PV: 2
頁數: 138, 文章ID: 2758576, 標題: 藍白聯手砍總統府業務費預算　王世堅怒轟：黃國昌想報復賴清德, 來源: 網新自製, 審核日期: 2025-01-22 15:40:33, 總PV: 4424, 爬取日PV: 0
頁數: 138, 文章ID: 2751647, 標題: 國道大溪段小貨車燒成火球　駕駛、乘客「四肢燒燙燒」送醫, 來源: 網新自製, 審核日期: 2025-01-16 07:40:28, 總PV: 4419, 爬取日PV: 0
頁數: 138, 文章ID: 2746787, 標題: 旅遊注意！麻疹疫情「從東南亞燒到澳洲」　專家曝蔓延原因, 來源: 網新自製, 審核日期: 2025-01-11 11:57:43, 總PV: 4418, 爬取日PV: 0
頁數: 138, 文章ID: 2765344, 標題: 「覺醒」飲料喝到蓋子！連鎖店：雪克杯蓋掉杯中, 來源: SOT, 審核日期: 2025-01-30 18:26:40, 總PV: 4416, 爬取日PV: 0
頁數: 138, 文章ID: 2739675, 標題: 為養家沒見過女兒…移工火場跳樓亡　媽淚捧骨灰返鄉幫孫報戶口, 來源: 網新自製, 審核日期: 2025-01-04 17:15:26, 總PV: 4415, 爬取日PV: 0
頁數: 138, 文章ID: 2736456, 標題: 台中跨年煙火射偏亂竄！日女童眼睛燙傷　廠商挨罰10萬, 來源: 網新自製, 審核日期: 2025-01-01 13:04:55, 總PV: 4412, 爬取日PV: 0
頁數: 138, 文章ID: 2739079, 標題: 柯文哲嗆法官、北檢！媒體人嘆「睥睨一切」：沒見過這種被告, 來源: 網新自製, 審核日期: 2025-01-03 19:38:27, 總PV: 4410, 爬取日PV: 0
頁數: 138, 文章ID: 2747005, 標題: 洛杉磯野火無水救災　年薪2千萬官員爆早知「消防栓壞了」無作為, 來源: 網新自製, 審核日期: 2025-01-11 16:15:03, 總PV: 4407, 爬取日PV: 0
頁數: 138, 文章ID: 2765108, 標題: 79歲凌峰二度中風！首更新「治療現況」露病容　進入低速磨合期, 來源: 網新自製, 審核日期: 2025-01-30 12:56:42, 總PV: 4400, 爬取日PV: 1
頁數: 138, 文章ID: 2748630, 標題: 65歲男星爆「圈內雙面人」！　怒揭可怕真面目：說出去沒工作, 來源: AI WIZE, 審核日期: 2025-01-13 16:50:39, 總PV: 4399, 爬取日PV: 0
頁數: 138, 文章ID: 2750408, 標題: 台灣人平均房貸破千萬大關！購屋族壓力飆升：繳不起就法拍, 來源: 網路溫度計, 審核日期: 2025-01-17 10:08:56, 總PV: 4395, 爬取日PV: 45
頁數: 138, 文章ID: 2740837, 標題: 遭爆柯文哲被押「她赴喜來登吃大餐」　陳智菡不滿喊告, 來源: 網新自製, 審核日期: 2025-01-06 11:39:32, 總PV: 4383, 爬取日PV: 0
頁數: 138, 文章ID: 2751173, 標題: 有夠衰！「西瓜哥哥」砸2萬買環球影城VIP　哈利波特玩一半故障尷尬卡空中, 來源: 網新自製, 審核日期: 2025-01-15 17:12:29, 總PV: 4380, 爬取日PV: 0
頁數: 138, 文章ID: 2743756, 標題: 李現二搭楊紫難忘新婚「害羞脫衣服過程」　她一聽急擋：不能播, 來源: 網新自製, 審核日期: 2025-01-08 17:12:10, 總PV: 4376, 爬取日PV: 0
頁數: 138, 文章ID: 2759285, 標題: 劉雨柔才爆分手胡凱翔　突心碎揭求子苦楚「憎恨別人懷孕」, 來源: AI WIZE, 審核日期: 2025-01-23 10:00:53, 總PV: 4367, 爬取日PV: 0
頁數: 138, 文章ID: 2759454, 標題: 過年沒贏絕不下桌！「5星座」賭性超堅強　他狂加碼至逆轉局勢, 來源: 女大, 審核日期: 2025-01-23 12:07:24, 總PV: 4367, 爬取日PV: 0
頁數: 138, 文章ID: 2764969, 標題: 快訊／全台有感！嘉義大埔10：11規模5.6強震　最大震度5強, 來源: 網新自製, 審核日期: 2025-01-30 10:32:27, 總PV: 4365, 爬取日PV: 0
頁數: 139, 文章ID: 2740221, 標題: 日AV女優「公園裸奔」拍片涉公然猥褻　片商緊急道歉下架, 來源: 網新自製, 審核日期: 2025-01-05 14:40:50, 總PV: 4364, 爬取日PV: 0
頁數: 139, 文章ID: 2736878, 標題: 柯文哲交保二度撤銷！高院發回理由曝　北院：最快明晚開庭, 來源: 網新自製, 審核日期: 2025-01-01 21:10:50, 總PV: 4358, 爬取日PV: 0
頁數: 139, 文章ID: 2745578, 標題: iPhone更新多1功能　一票果粉關掉「有感變快」內行解惑, 來源: 網新自製, 審核日期: 2025-01-10 10:43:49, 總PV: 4358, 爬取日PV: 0
頁數: 139, 文章ID: 2762676, 標題: 天氣／寒流來襲「跌破10度」！11縣市低溫特報　一路冷到明晚, 來源: 網新自製, 審核日期: 2025-01-26 17:20:19, 總PV: 4354, 爬取日PV: 0
頁數: 139, 文章ID: 2742837, 標題: 天氣／強烈冷氣團猛襲！「3時段」低溫凍到剩8度　高山有望降雪, 來源: 網新自製, 審核日期: 2025-01-07 22:19:57, 總PV: 4353, 爬取日PV: 0
頁數: 139, 文章ID: 2756456, 標題: 《賀瓏》拿死刑「拉抬民調」當哏酸　苗博雅怒回擊：當面講清楚, 來源: 鏡週刊, 審核日期: 2025-01-20 23:23:34, 總PV: 4350, 爬取日PV: 0
頁數: 139, 文章ID: 2744431, 標題: 天氣／強烈冷氣團猛凍5天　北台灣「低溫剩8度」極寒時間曝, 來源: 網新自製, 審核日期: 2025-01-09 11:18:46, 總PV: 4349, 爬取日PV: 0
頁數: 139, 文章ID: 2764930, 標題: 趙露思罹失語症復出！親曝「公開病情內幕」　心願忍10年成真, 來源: AI WIZE, 審核日期: 2025-01-30 10:43:47, 總PV: 4349, 爬取日PV: 0
頁數: 139, 文章ID: 2762861, 標題: 哥倫比亞拒「驅逐移民航班」降落　川普立即提高關稅到25%, 來源: 中央社, 審核日期: 2025-01-27 08:48:13, 總PV: 4343, 爬取日PV: 0
頁數: 139, 文章ID: 2757506, 標題: 夫妻殘壁中搬家產！為護嫩嬰　母強忍落磚砸傷背, 來源: SOT, 審核日期: 2025-01-21 17:38:55, 總PV: 4343, 爬取日PV: 0
頁數: 139, 文章ID: 2745893, 標題: 台中購物節頭獎抽出！男睡一半突收千萬房　超冷反應逗笑盧秀燕, 來源: 網新自製, 審核日期: 2025-01-10 14:12:55, 總PV: 4342, 爬取日PV: 0
頁數: 139, 文章ID: 2740555, 標題: 別輕易招惹！3星座「脾氣超火爆」　他面對挫折時容易情緒失控, 來源: 網新自製, 審核日期: 2025-01-05 22:14:51, 總PV: 4340, 爬取日PV: 0
頁數: 139, 文章ID: 2740076, 標題: 專訪／60歲于台煙認曾熱戀20歲嫩男　遇「這事」卡關分手了, 來源: 網新自製, 審核日期: 2025-01-05 11:41:19, 總PV: 4335, 爬取日PV: 0
頁數: 139, 文章ID: 2737051, 標題: 0102／謝明昌氣象一把抓, 來源: 外邀稿, 審核日期: 2025-01-02 09:41:02, 總PV: 4333, 爬取日PV: 0
頁數: 139, 文章ID: 2749377, 標題: 88會館林秉文逃亡「未列查緝專刊」　新北院澄清打臉刑事局, 來源: AI WIZE, 審核日期: 2025-01-14 12:11:53, 總PV: 4331, 爬取日PV: 0
頁數: 139, 文章ID: 2761952, 標題: 13人林酒店吃尾牙上吐下瀉　食安處：不排除要求暫停作業, 來源: 網新自製, 審核日期: 2025-01-25 16:54:11, 總PV: 4320, 爬取日PV: 0
頁數: 139, 文章ID: 2758583, 標題: 全國首例！詐騙資金「免司法程序」　10縣市32人拿回1113萬, 來源: AI WIZE, 審核日期: 2025-01-22 15:44:24, 總PV: 4319, 爬取日PV: 2
頁數: 139, 文章ID: 2744393, 標題: 天氣／強烈冷氣團殺來！13縣市低溫特報　恐跌破10度, 來源: 網新自製, 審核日期: 2025-01-09 16:58:23, 總PV: 4317, 爬取日PV: 0
頁數: 139, 文章ID: 2763189, 標題: 過年生病怎辦？台中19間醫院年節看診時間看這, 來源: 網新自製, 審核日期: 2025-01-27 13:52:25, 總PV: 4316, 爬取日PV: 0
頁數: 139, 文章ID: 2755194, 標題: 網紅攝影師遭追撞慘死！生前邀約全落空　父慟發文：非常抱歉, 來源: 網新自製, 審核日期: 2025-01-19 17:03:38, 總PV: 4313, 爬取日PV: 1
頁數: 139, 文章ID: 2747808, 標題: 女星靠陪睡接代言！閨密氣炸抖「驚人內幕」　出國神隱有蹊蹺, 來源: 網新自製, 審核日期: 2025-01-12 18:05:14, 總PV: 4311, 爬取日PV: 0
頁數: 139, 文章ID: 2749742, 標題: 罕見疾病「巨乳症」澳女雙胸飆至P罩杯　曝日收40約會邀請, 來源: 網新自製, 審核日期: 2025-01-14 16:02:52, 總PV: 4309, 爬取日PV: 0
頁數: 139, 文章ID: 2758796, 標題: 換新鈔排到銀行外！內行喊「沒意義」：還是髒髒臭臭錢流通, 來源: AI WIZE, 審核日期: 2025-01-22 17:48:03, 總PV: 4309, 爬取日PV: 0
頁數: 139, 文章ID: 2746593, 標題: 節儉尪堅持不換休旅！人妻怨「轎車坐4人很擠」　網嘆：虛榮心作祟, 來源: 網新自製, 審核日期: 2025-01-10 23:44:36, 總PV: 4308, 爬取日PV: 0
頁數: 139, 文章ID: 2748723, 標題: 李珠珢私訊李晧禎！「深夜聊天」內容太嗨　私下怪舉被出賣, 來源: 網新自製, 審核日期: 2025-01-13 17:45:56, 總PV: 4308, 爬取日PV: 0
頁數: 140, 文章ID: 2747524, 標題: Hanni被檢舉「非法居留」！NewJeans唯一越南成員　超狂背景起底, 來源: 網新自製, 審核日期: 2025-01-12 12:20:58, 總PV: 4306, 爬取日PV: 3
頁數: 140, 文章ID: 2765285, 標題: 預知夢現「1號碼」！妹子起床急買刮刮樂　除夕夜結局太震撼, 來源: 網新自製, 審核日期: 2025-01-30 16:54:17, 總PV: 4300, 爬取日PV: 0
頁數: 140, 文章ID: 2765231, 標題: 這回答不意外！印度媒體實測　DeepSeek稱台灣屬中國領土不可分割, 來源: 中央社, 審核日期: 2025-01-30 17:01:03, 總PV: 4300, 爬取日PV: 0
頁數: 140, 文章ID: 2762677, 標題: 2大6小返鄉遇劫！楊梅火燒車4死4命危　鄰居嘆：這年怎麼過, 來源: 網新自製, 審核日期: 2025-01-26 17:22:10, 總PV: 4299, 爬取日PV: 0
頁數: 140, 文章ID: 2741821, 標題: 大谷學長在達比修有家「喝掛躺地」　網笑：20億肥約太爽, 來源: AI WIZE, 審核日期: 2025-01-07 10:06:02, 總PV: 4284, 爬取日PV: 0
頁數: 140, 文章ID: 2760959, 標題: 日本水族館翻車魚沒人看　食不下嚥放紙板人治抑鬱, 來源: 網新自製, 審核日期: 2025-01-24 16:18:43, 總PV: 4280, 爬取日PV: 4
頁數: 140, 文章ID: 2754459, 標題: 荷包瘦了！台中「這根」科技執法上線成桿王　1個月開1400單, 來源: 網新自製, 審核日期: 2025-01-18 17:47:19, 總PV: 4279, 爬取日PV: 0
頁數: 140, 文章ID: 2737044, 標題: 背包太重！26歲男突發腦梗塞　醫揭真相警告：6症狀快就醫, 來源: 網新自製, 審核日期: 2025-01-02 09:22:54, 總PV: 4267, 爬取日PV: 0
頁數: 140, 文章ID: 2755023, 標題: 搭高鐵「發現1隱藏版服務」！乘客驚了：我也第一次知道, 來源: 網新自製, 審核日期: 2025-01-19 14:19:29, 總PV: 4255, 爬取日PV: 0
頁數: 140, 文章ID: 2750674, 標題: 不滿金門交流被抹紅　陳玉珍怒砍沈有忠特別費：不配當陸委會官員, 來源: 網新自製, 審核日期: 2025-01-15 12:33:11, 總PV: 4250, 爬取日PV: 0
頁數: 140, 文章ID: 2763744, 標題: 前富士女主播加碼爆料！遭知名男星性騷　痛批「已拒絕仍被強拖進飯店」, 來源: 網新自製, 審核日期: 2025-01-28 11:18:06, 總PV: 4250, 爬取日PV: 0
頁數: 140, 文章ID: 2749806, 標題: 張書豪當爸14天摔車濺血！　曬「車體斷裂」殘缺照：好荒唐, 來源: AI WIZE, 審核日期: 2025-01-14 16:27:12, 總PV: 4249, 爬取日PV: 0
頁數: 140, 文章ID: 2754750, 標題: 洛杉磯野火才取得控制！要命焚風明恐再現　居民想返家得再等一週, 來源: 中央社, 審核日期: 2025-01-19 08:17:07, 總PV: 4249, 爬取日PV: 0
頁數: 140, 文章ID: 2765008, 標題: 正妹女兒才出嫁！洪榮宏迎金蛇年帥成這樣　曬紅包吐感動心聲, 來源: 網新自製, 審核日期: 2025-01-30 11:24:42, 總PV: 4242, 爬取日PV: 1
頁數: 140, 文章ID: 2738683, 標題: 柬埔寨又有台灣人出事　29歲男疑吸毒KTV包廂心臟病發亡, 來源: 網新自製, 審核日期: 2025-01-03 15:39:26, 總PV: 4242, 爬取日PV: 0
頁數: 140, 文章ID: 2748624, 標題: 麥當勞打工少女生前捲詐團人頭淪被告　士檢不起訴, 來源: 網新自製, 審核日期: 2025-01-13 17:23:25, 總PV: 4240, 爬取日PV: 0
頁數: 140, 文章ID: 2742665, 標題: 西藏強震釀百死！賴清德發聲：台灣的心與西藏人民同在, 來源: 中央社, 審核日期: 2025-01-07 21:19:08, 總PV: 4235, 爬取日PV: 0
頁數: 140, 文章ID: 2752427, 標題: 「大咖天王」現身棒球場！江宏傑員工旅遊泡湯　他慌張擺攤崩潰, 來源: 網新自製, 審核日期: 2025-01-16 17:23:10, 總PV: 4227, 爬取日PV: 1
頁數: 140, 文章ID: 2753346, 標題: 最會賺星座、MBTI排行！金牛果然奪冠　他靠理性分析提高報酬, 來源: 女大, 審核日期: 2025-01-17 15:05:46, 總PV: 4222, 爬取日PV: 0
頁數: 140, 文章ID: 2739757, 標題: 館長直播讀錯字！「悖離」竟變「勃離」　八炯狠酸：叫你多讀書, 來源: 網新自製, 審核日期: 2025-01-04 18:24:38, 總PV: 4222, 爬取日PV: 0
頁數: 140, 文章ID: 2748079, 標題: 越南小姐姐直播賣衣10秒售1件　遭移民署突襲畫面全黑「團滅了」, 來源: 網新自製, 審核日期: 2025-01-13 10:20:53, 總PV: 4222, 爬取日PV: 0
頁數: 140, 文章ID: 2747670, 標題: 洛杉磯野火85歲嬤為寵物留守家園亡　截肢父命喪腦麻兒床邊, 來源: 網新自製, 審核日期: 2025-01-12 15:16:23, 總PV: 4221, 爬取日PV: 0
頁數: 140, 文章ID: 2755924, 標題: 快訊／台東工地灌漿整面牆突倒塌　工人遭壓搶救不治, 來源: 網新自製, 審核日期: 2025-01-20 15:14:14, 總PV: 4219, 爬取日PV: 0
頁數: 140, 文章ID: 2764523, 標題: 蕭美琴台中發福袋！維安超嚴「不拍不簽」　蔡其昌圓場：來跟總機拍, 來源: 網新自製, 審核日期: 2025-01-29 13:25:32, 總PV: 4219, 爬取日PV: 0
頁數: 140, 文章ID: 2737242, 標題: 《哈利波特》推重磅驚喜「重返霍格華茲」　全系列電影台灣重映, 來源: 網新自製, 審核日期: 2025-01-02 12:25:24, 總PV: 4217, 爬取日PV: 0
頁數: 141, 文章ID: 2737357, 標題: 賈永婕推1880元「永婕同心」帽T遭轟自肥　首發聲「利潤流向」全說了, 來源: 網新自製, 審核日期: 2025-01-02 13:12:57, 總PV: 4208, 爬取日PV: 0
頁數: 141, 文章ID: 2759744, 標題: 搶賺「年終獎金」！29賭徒民宅內豪賭　警攻堅扣百萬賭資, 來源: 網新自製, 審核日期: 2025-01-23 15:00:03, 總PV: 4208, 爬取日PV: 0
頁數: 141, 文章ID: 2754493, 標題: 韓星驚吐：老婆不做早餐會偷吃猛男　神邏輯嚇壞全網：韓男都巨嬰, 來源: 網新自製, 審核日期: 2025-01-18 17:48:55, 總PV: 4201, 爬取日PV: 2
頁數: 141, 文章ID: 2751814, 標題: 玄彬現身戲院引暴動！上百名粉絲搶看　韓方突出招「趕走媒體」全場傻眼, 來源: 網新自製, 審核日期: 2025-01-16 10:53:35, 總PV: 4200, 爬取日PV: 0
頁數: 141, 文章ID: 2742519, 標題: 柯文哲抗告意願低？期限倒數6天　律師團書狀已擬好今「律見勸說」, 來源: 網新自製, 審核日期: 2025-01-07 17:42:11, 總PV: 4199, 爬取日PV: 0
頁數: 141, 文章ID: 2749175, 標題: 漢堡王買一送一！超狂「捲捲德腸堡」回歸　加碼搶摩斯第2件5折, 來源: 食尚, 審核日期: 2025-01-14 10:11:00, 總PV: 4188, 爬取日PV: 0
頁數: 141, 文章ID: 2762616, 標題: 獨／楊小黎2025年轉換新身分！　「啟蒙竟是林心如」認：到一個階段了, 來源: 網新自製, 審核日期: 2025-01-26 16:17:09, 總PV: 4185, 爬取日PV: 0
頁數: 141, 文章ID: 2744840, 標題: 陳敏薰買官案洗錢拖了16年　前總統陳水扁更一審仍免訴, 來源: 網新自製, 審核日期: 2025-01-09 16:07:52, 總PV: 4179, 爬取日PV: 0
頁數: 141, 文章ID: 2738433, 標題: 徐巧芯緊咬梁文傑　林楚茵轟：覦同事老公的「綠茶婊」, 來源: 網新自製, 審核日期: 2025-01-03 12:30:58, 總PV: 4175, 爬取日PV: 0
頁數: 141, 文章ID: 2752791, 標題: 抽中大獎帳戶無法開通！他求助「專員」嘗試11次…50萬全被盜, 來源: 網新自製, 審核日期: 2025-01-16 23:35:58, 總PV: 4173, 爬取日PV: 0
頁數: 141, 文章ID: 2750494, 標題: 知名佛學作家王蘊涉命案！多本著作登排行版　藝人李威也信他, 來源: 網新自製, 審核日期: 2025-01-15 10:33:26, 總PV: 4173, 爬取日PV: 0
頁數: 141, 文章ID: 2755172, 標題: 台中惡火帶走祖孫倆！外婆曝「起火前異狀」　哥堅強喊：沒事, 來源: 網新自製, 審核日期: 2025-01-19 16:43:53, 總PV: 4171, 爬取日PV: 0
頁數: 141, 文章ID: 2751731, 標題: 國債利息每分鐘飆6650萬　華爾街大老敲警鐘：美國瀕臨破產, 來源: 網新自製, 審核日期: 2025-01-16 10:00:11, 總PV: 4170, 爬取日PV: 0
頁數: 141, 文章ID: 2752780, 標題: 快訊／黃麟凱22：02槍決！法務部認「死刑合憲」：經嚴謹審核, 來源: 網新自製, 審核日期: 2025-01-16 23:11:08, 總PV: 4169, 爬取日PV: 0
頁數: 141, 文章ID: 2744413, 標題: 陳佩琪曝柯文哲被押前「眼眶紅抱她」：妳又要一個人了，要好好過, 來源: 網新自製, 審核日期: 2025-01-09 11:07:15, 總PV: 4167, 爬取日PV: 0
頁數: 141, 文章ID: 2733540, 標題: 分析／何欣純基層強、蔡其昌聲勢漲　12強封王牽動台中選情誰尚勇, 來源: 網新自製, 審核日期: 2025-01-05 10:50:37, 總PV: 4166, 爬取日PV: 1
頁數: 141, 文章ID: 2756055, 標題: 徐巧芯大姑夫婦經營「詐團水房」　一審判各判15年、10年, 來源: 網新自製, 審核日期: 2025-01-20 16:10:14, 總PV: 4161, 爬取日PV: 0
頁數: 141, 文章ID: 2747751, 標題: 愛馬仕狂粉！陳美鳳曬「綠色柏金包」超搶眼　這頂級款直逼千萬, 來源: 女大, 審核日期: 2025-01-12 17:37:46, 總PV: 4158, 爬取日PV: 0
頁數: 141, 文章ID: 2756884, 標題: 錯誤觀念快改掉！破除「黃金三角」迷思　地震保命SOP這樣做, 來源: AI WIZE, 審核日期: 2025-01-21 11:11:32, 總PV: 4148, 爬取日PV: 0
頁數: 141, 文章ID: 2757283, 標題: 桃園民宅藏天九牌職業賭場　警持電鋸破門速逮70賭客, 來源: AI WIZE, 審核日期: 2025-01-21 15:31:06, 總PV: 4147, 爬取日PV: 0
頁數: 141, 文章ID: 2743343, 標題: 野火失控燒洛杉磯！火舌逼塞車陣棄車　萬人逃, 來源: SOT, 審核日期: 2025-01-08 20:00:31, 總PV: 4147, 爬取日PV: 0
頁數: 141, 文章ID: 2746713, 標題: 小草111釘孤枝　 綠要司法院報告「民眾上街妨害司法公正？」, 來源: 網新自製, 審核日期: 2025-01-11 10:23:09, 總PV: 4147, 爬取日PV: 0
頁數: 141, 文章ID: 2750454, 標題: 乃木坂46成員與男友「親密照外流」　發表道歉聲明：暫停活動, 來源: 網新自製, 審核日期: 2025-01-15 10:21:51, 總PV: 4147, 爬取日PV: 0
頁數: 141, 文章ID: 2736572, 標題: 濟州空難「駕駛艙最後錄音」將曝光！　官員：完成提取黑盒子紀錄, 來源: 中央社, 審核日期: 2025-01-01 16:11:22, 總PV: 4146, 爬取日PV: 0
頁數: 141, 文章ID: 2736608, 標題: 藍「4縣市」遭鎖定！郭正亮揭綠2026算盤　曝柯案影響, 來源: 網新自製, 審核日期: 2025-01-01 16:06:11, 總PV: 4141, 爬取日PV: 0
頁數: 142, 文章ID: 2742498, 標題: 日本拉麵店掀倒閉潮　2024年破產數增3成「千圓之壁」難突破, 來源: 網新自製, 審核日期: 2025-01-07 17:35:59, 總PV: 4139, 爬取日PV: 0
頁數: 142, 文章ID: 2745493, 標題: 吵警消年改浪費時間！卡神轟：砍「最大詐騙集團」預算就好, 來源: 網新自製, 審核日期: 2025-01-10 09:39:46, 總PV: 4136, 爬取日PV: 0
頁數: 142, 文章ID: 2752921, 標題: 苗博雅曾批「拿死囚暖民調」黃麟凱處死卻沉默　藍委：尚書大人機靈, 來源: 網新自製, 審核日期: 2025-01-17 11:33:03, 總PV: 4136, 爬取日PV: 0
頁數: 142, 文章ID: 2742715, 標題: 立院三讀增警消海巡退休金　銓敘部：納稅人負擔1700億, 來源: 中央社, 審核日期: 2025-01-07 20:36:43, 總PV: 4131, 爬取日PV: 0
頁數: 142, 文章ID: 2746619, 標題: 「四大天王」合體演唱會有望？劉德華鬆口吐心聲：我真的很想, 來源: 香港01, 審核日期: 2025-01-11 08:35:40, 總PV: 4128, 爬取日PV: 0
頁數: 142, 文章ID: 2758946, 標題: 開車族注意！台中市東區立德地下停車場啟用　3/31前停車免費, 來源: 鏡週刊, 審核日期: 2025-01-22 22:17:15, 總PV: 4128, 爬取日PV: 1
